Source,Site,Kind,location,substrate,type,1302,1300,1298,1296,1292,1292',Ia,Ib,Ic,IIa,IIa',IIb,IIb',IIc,IIc',IIIa,IIIa',IIIb,IIIb',IIIc,IIIc',Iia-tot,Iib-tot,Iic-tot,,iiia-tot,IIIb-tot,IIIc-tot,FR.TETR,FR.PEN,FR.HEX,Br6/5+6,NoRINGStetra,NoRINGSpenta5,NoRINGSpenta6,NoRINGSpenta,IRpenta,IRhexa
"Dearing Crampton-Flood et al., 2020",IndiaG30,core lipid,Global soil,soil,modern,,,,,,,43.295,28.542,4.632,3.101,10.804,1.016,6.455,0,0.573,0.341,1.241,0,0,0,0,13.905,7.471,0.573,,1.582,0,0,76.469,21.949,1.582,0.811,0.494,0.247,0.426,0.393,0.812,0.785
"Dearing Crampton-Flood et al., 2020",IndiaG31,core lipid,Global soil,soil,modern,,,,,,,44.54,17.172,1.844,4.35,20.817,0.951,6.992,0,0.368,0.336,2.399,0,0.231,0,0,25.167,7.943,0.368,,2.735,0.231,0,63.556,33.479,2.966,0.845,0.328,0.179,0.274,0.259,0.842,0.887
"Dearing Crampton-Flood et al., 2020",IndiaG32,core lipid,Global soil,soil,modern,,,,,,,57.267,18.722,5.566,0,12.372,0.897,3.95,0,0,0,1.225,0,0,0,0,12.372,4.847,0,,1.225,0,0,81.556,17.22,1.225,0.951,0.366,1,0.242,0.282,0.948,1
"Dearing Crampton-Flood et al., 2020",IndiaG33,core lipid,Global soil,soil,modern,,,,,,,50.331,19.472,2.866,4.654,14.885,0.984,4.616,0,0,0.579,1.612,0,0,0,0,19.539,5.601,0,,2.191,0,0,72.669,25.14,2.191,0.772,0.347,0.175,0.237,0.223,0.776,0.736
"Dearing Crampton-Flood et al., 2020",IndiaG34,core lipid,Global soil,soil,modern,,,,,,,45.52,24.949,3.312,3.534,10.949,1.161,7.918,0,0.643,0.459,1.33,0,0.225,0,0,14.483,9.079,0.643,,1.79,0.225,0,73.781,24.205,2.015,0.803,0.428,0.247,0.472,0.428,0.806,0.772
"Dearing Crampton-Flood et al., 2020",IndiaG35,core lipid,Global soil,soil,modern,,,,,,,43.202,22.033,3.09,2.988,16.434,1.306,7.617,0,0.552,0.424,2.356,0,0,0,0,19.421,8.922,0.552,,2.78,0,0,68.325,28.895,2.78,0.851,0.413,0.304,0.354,0.347,0.851,0.847
"Dearing Crampton-Flood et al., 2020",IndiaG36,core lipid,Global soil,soil,modern,,,,,,,42.02,24.987,3.757,3.1,14.226,1.741,7.172,0,0.656,0.514,1.828,0,0,0,0,17.326,8.912,0.656,,2.342,0,0,70.763,26.894,2.342,0.817,0.459,0.36,0.385,0.38,0.82,0.781
"Dearing Crampton-Flood et al., 2020",IndiaG37,core lipid,Global soil,soil,modern,,,,,,,55.899,14.99,2.051,5.229,13.797,1.025,4.498,0,0.399,0.484,1.628,0,0,0,0,19.026,5.523,0.399,,2.112,0,0,72.94,24.948,2.112,0.751,0.262,0.164,0.283,0.253,0.749,0.771
"Dearing Crampton-Flood et al., 2020",IndiaG38,core lipid,Global soil,soil,modern,,,,,,,60.799,23.243,4.003,2.031,6.993,0.602,1.514,0,0.123,0.196,0.496,0,0,0,0,9.024,2.115,0.123,,0.692,0,0,88.045,11.262,0.692,0.763,0.355,0.229,0.204,0.21,0.766,0.716
"Dearing Crampton-Flood et al., 2020",IndiaG39,core lipid,Global soil,soil,modern,,,,,,,54.079,21.461,3.332,1.443,13.21,0.494,4.498,0,0.311,0.163,1.009,0,0,0,0,14.653,4.992,0.311,,1.172,0,0,78.872,19.956,1.172,0.901,0.357,0.255,0.284,0.281,0.903,0.861
"Dearing Crampton-Flood et al., 2020",IndiaG40,core lipid,Global soil,soil,modern,,,,,,,50.314,18.828,2.299,4.936,13.196,1.362,5.898,0.097,0.518,0.596,1.766,0,0.19,0,0,18.132,7.26,0.615,,2.362,0.19,0,71.441,26.007,2.552,0.755,0.328,0.243,0.354,0.326,0.754,0.766
"Dearing Crampton-Flood et al., 2020",IndiaG41,core lipid,Global soil,soil,modern,,,,,,,41.072,20.847,2.358,5.015,17.494,1.298,7.661,0.078,0.64,0.606,2.572,0.055,0.26,0,0,22.509,8.959,0.719,,3.178,0.315,0,64.278,32.186,3.494,0.802,0.398,0.228,0.347,0.323,0.801,0.811
"Dearing Crampton-Flood et al., 2020",IndiaG42,core lipid,Global soil,soil,modern,,,,,,,10.93,32.861,0.72,0.917,34.14,0.335,13.554,0.031,1.155,0.121,4.755,0,0.48,0,0,35.057,13.889,1.186,,4.877,0.48,0,44.511,50.132,5.356,0.975,0.771,0.309,0.325,0.324,0.974,0.977
"Dearing Crampton-Flood et al., 2020",IndiaG43,core lipid,Global soil,soil,modern,,,,,,,45.671,19.866,2.745,2.354,19.763,0.586,6.385,0,0.445,0.145,1.839,0,0.203,0,0,22.117,6.971,0.445,,1.984,0.203,0,68.281,29.532,2.187,0.903,0.371,0.199,0.274,0.266,0.9,0.934
"Dearing Crampton-Flood et al., 2020",IndiaG44,core lipid,Global soil,soil,modern,,,,,,,38.785,29.032,2.967,4.207,13.649,0.929,8.325,0,0.498,0.307,1.3,0,0,0,0,17.857,9.254,0.498,,1.608,0,0,70.784,27.609,1.608,0.814,0.494,0.181,0.415,0.371,0.814,0.809
"Dearing Crampton-Flood et al., 2020",IndiaG45,core lipid,Global soil,soil,modern,,,,,,,45.738,22.576,5.627,3.189,15.255,1.46,4.092,0,0,0,2.063,0,0,0,0,18.444,5.552,0,,2.063,0,0,73.941,23.996,2.063,0.822,0.458,0.314,0.211,0.231,0.806,1
"Dearing Crampton-Flood et al., 2020",IndiaG46,core lipid,Global soil,soil,modern,,,,,,,17.811,34.094,0.861,1.119,28.374,0.283,12.041,0,0.802,0.083,4.103,0,0.43,0,0,29.492,12.324,0.802,,4.185,0.43,0,52.766,42.619,4.615,0.969,0.679,0.202,0.331,0.327,0.967,0.982
"Dearing Crampton-Flood et al., 2020",IndiaG47,core lipid,Global soil,soil,modern,,,,,,,51.792,17.838,1.498,2.826,18.678,0.439,4.848,0,0.246,0,1.836,0,0,0,0,21.504,5.287,0.246,,1.836,0,0,71.128,27.036,1.836,0.887,0.293,0.134,0.225,0.214,0.879,1
"Dearing Crampton-Flood et al., 2020",IndiaG48,core lipid,Global soil,soil,modern,,,,,,,33.41,27.157,1.522,1.848,25.63,0.378,6.808,0,0.337,0.211,2.698,0,0,0,0,27.478,7.186,0.337,,2.909,0,0,62.089,35.002,2.909,0.936,0.486,0.17,0.228,0.225,0.936,0.927
"Dearing Crampton-Flood et al., 2020",IndiaX41,core lipid,Global soil,soil,modern,,,,,,,85.991,6.204,0.963,1.849,3.845,0.184,0.536,0,0,0.129,0.299,0,0,0,0,5.694,0.72,0,,0.429,0,0,93.158,6.414,0.429,0.684,0.087,0.09,0.122,0.112,0.683,0.698
"Dearing Crampton-Flood et al., 2020",IndiaX44,core lipid,Global soil,soil,modern,,,,,,,41.396,21.028,2.244,4.239,17.444,1.198,8.013,0.095,0.66,0.531,2.784,0.064,0.256,0,0,21.683,9.211,0.754,,3.315,0.32,0,64.668,31.648,3.635,0.826,0.395,0.251,0.357,0.339,0.825,0.836
"Dearing Crampton-Flood et al., 2020",IndiaX45,core lipid,Global soil,soil,modern,,,,,,,41.436,27.493,3.972,1.695,18.071,0,6.067,0,0,0,1.265,0,0,0,0,19.766,6.067,0,,1.265,0,0,72.902,25.833,1.265,0.937,0.486,0,0.251,0.235,0.934,1
"Dearing Crampton-Flood et al., 2020",IndiaX46,core lipid,Global soil,soil,modern,,,,,,,40.157,21.821,2.294,3.126,18.83,0.837,10.039,0,0.517,0,2.38,0,0,0,0,21.956,10.876,0.517,,2.38,0,0,64.271,33.349,2.38,0.889,0.411,0.211,0.377,0.357,0.881,1
"Dearing Crampton-Flood et al., 2020",IndiaX47,core lipid,Global soil,soil,modern,,,,,,,38.546,15.288,1.768,3.825,27.472,1.038,7.97,0,0.472,0.29,3.331,0,0,0,0,31.297,9.008,0.472,,3.621,0,0,55.602,40.777,3.621,0.884,0.339,0.213,0.248,0.244,0.881,0.92
"Dearing Crampton-Flood et al., 2020",IndiaX48,core lipid,Global soil,soil,modern,,,,,,,20.874,22.576,0.664,4.191,30.787,1.165,11.537,0.04,0.621,0.799,6.057,0.093,0.596,0,0,34.979,12.702,0.66,,6.856,0.689,0,44.114,48.341,7.545,0.887,0.542,0.231,0.298,0.29,0.888,0.882
"De Jonge et al., 2014",Ireland-9,core lipid,Global soil,soil,modern,,,,,,,53,3,2,36,0,1,0,1,0,4,0,0,0,0,0,36,1,1,,4,0,0,58,38,4,0,0.121,0.079,,0.079,0,0
"De Jonge et al., 2014",Italy-1,core lipid,Global soil,soil,modern,,,,,,,44,6,1,17,21,2,2,0,0,4,4,0,0,0,0,38,4,0,,8,0,0,51,42,8,0.54,0.157,0.105,0.087,0.095,0.548,0.5
"De Jonge et al., 2014",Italy-11,core lipid,Global soil,soil,modern,,,,,,,50,2,0,26,13,1,1,0,0,6,3,0,0,0,0,39,2,0,,9,0,0,52,41,9,0.34,0.038,0.037,0.071,0.049,0.341,0.333
"De Jonge et al., 2014",Italy-14,core lipid,Global soil,soil,modern,,,,,,,44,4,0,21,20,1,1,0,0,5,4,0,0,0,0,41,2,0,,9,0,0,48,43,9,0.481,0.083,0.045,0.048,0.047,0.488,0.444
"De Jonge et al., 2014",Italy-17,core lipid,Global soil,soil,modern,,,,,,,21,12,3,7,18,5,11,1,1,5,12,1,2,0,0,25,16,2,,17,3,0,36,43,20,0.698,0.5,0.538,0.433,0.465,0.698,0.7
"De Jonge et al., 2014",Netherlands-B,core lipid,Global soil,soil,modern,,,,,,,9,10,1,5,20,4,22,1,1,5,17,1,3,0,0,25,26,2,,22,4,0,20,53,26,0.797,0.6,0.6,0.558,0.566,0.811,0.769
"De Jonge et al., 2014",Netherlands-T5,core lipid,Global soil,soil,modern,,,,,,,60,2,2,32,0,2,0,1,0,3,0,0,0,0,0,32,2,1,,3,0,0,64,35,3,0,0.094,0.114,,0.114,0,0
"De Jonge et al., 2014",Netherlands-T7,core lipid,Global soil,soil,modern,,,,,,,53,3,1,35,1,2,0,1,0,4,1,0,0,0,0,36,2,1,,5,0,0,57,39,5,0.045,0.088,0.105,0,0.103,0.026,0.2
"Dearing Crampton-Flood et al., 2020",New Zealand ,core lipid,Global soil,soil,modern,,,,,,,18.071,2.596,0.47,26.191,20.015,1.011,2.482,0,0,12.238,16.927,0,0,0,0,46.206,3.493,0,,29.165,0,0,21.137,49.699,29.165,0.5,0.167,0.037,0.11,0.07,0.453,0.58
"De Jonge et al., 2014",Nigeria-15,core lipid,Global soil,soil,modern,,,,,,,98,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,100,1,0,0,0.03,0,,0,0,
"De Jonge et al., 2014",Nigeria-19,core lipid,Global soil,soil,modern,,,,,,,35,37,7,3,8,3,6,0,1,0,1,0,0,0,0,11,9,1,,1,0,0,79,21,1,0.727,0.646,0.5,0.533,0.524,0.714,1
"De Jonge et al., 2014",Norway-1,core lipid,Global soil,soil,modern,,,,,,,14,8,1,12,21,8,11,1,1,7,15,1,2,0,0,33,19,2,,22,3,0,23,54,25,0.633,0.435,0.476,0.394,0.426,0.611,0.68
"De Jonge et al., 2014",Norway-3,core lipid,Global soil,soil,modern,,,,,,,53,3,1,36,0,1,0,1,0,6,0,0,0,0,0,36,1,1,,6,0,0,57,38,6,0,0.088,0.079,,0.079,0,0
"De Jonge et al., 2014",Peru-1,core lipid,Global soil,soil,modern,,,,,,,94,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,99,0,0,,0.091,,,,,
"De Jonge et al., 2014",Peru-10,core lipid,Global soil,soil,modern,,,,,,,93,1,1,3,1,0,0,0,0,0,0,0,0,0,0,4,0,0,,0,0,0,95,4,0,0.25,0.032,0,0,0,0.25,
"De Jonge et al., 2014",Peru-13,core lipid,Global soil,soil,modern,,,,,,,92,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,0,0,,0.13,,,,,
"De Jonge et al., 2014",Peru-14,core lipid,Global soil,soil,modern,,,,,,,94,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,99,1,0,0,0.071,0,,0,0,
"De Jonge et al., 2014",Peru-4,core lipid,Global soil,soil,modern,,,,,,,91,2,2,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,0,0,0,95,4,0,0,0.063,0,,0,0,
"De Jonge et al., 2014",Rarotonga,core lipid,Global soil,soil,modern,,,,,,,93,2,1,3,1,0,0,0,0,0,0,0,0,0,0,4,0,0,,0,0,0,96,4,0,0.25,0.042,0,0,0,0.25,
"Dearing Crampton-Flood et al., 2020",Russia- Samoylov Island,core lipid,Global soil,soil,modern,,,,,,,8.586,3.328,0.622,24.695,8.515,3.747,3.513,0.324,0.336,34.487,10.715,0.392,0.738,0,0,33.21,7.259,0.661,,45.203,1.13,0,12.537,41.13,46.333,0.272,0.365,0.153,0.338,0.209,0.301,0.247
"Dearing Crampton-Flood et al., 2020",Russia - Lena Delta,core lipid,Global soil,soil,modern,,,,,,,22.902,0,0,34.843,7.463,0,0,0,0,30.877,3.915,0,0,0,0,42.306,0,0,,34.792,0,0,22.902,42.306,34.792,0.148,0,0,0,0,0.176,0.113
"Dearing Crampton-Flood et al., 2020",Russia - Turan,core lipid,Global soil,soil,modern,,,,,,,17.991,7.412,1.259,20.27,17.391,5.649,7.58,0.801,0.549,10.615,10.483,0,0,0,0,37.661,13.229,1.351,,21.097,0,0,26.662,52.24,21.097,0.491,0.372,0.271,0.34,0.305,0.489,0.497
"Dearing Crampton-Flood et al., 2020",Russia - Lena Plateau,core lipid,Global soil,soil,modern,,,,,,,37.378,1.033,0,27.354,21.407,0,0,0,0,10.109,2.718,0,0,0,0,48.761,0,0,,12.827,0,0,38.411,48.761,12.827,0.392,0.027,0,0,0,0.439,0.212
"De Jonge et al., 2014",Scotland-D,core lipid,Global soil,soil,modern,,,,,,,44,4,1,39,2,1,0,0,0,7,1,0,0,0,0,41,1,0,,8,0,0,49,42,8,0.06,0.122,0.025,0,0.024,0.048,0.125
"De Jonge et al., 2014",Seychelles,core lipid,Global soil,soil,modern,,,,,,,97,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,99,1,0,0,0.03,0,,0,0,
"De Jonge et al., 2014",South Africa-12,core lipid,Global soil,soil,modern,,,,,,,82,2,1,12,3,0,0,0,0,1,0,0,0,0,0,15,0,0,,1,0,0,85,15,1,0.188,0.047,0,0,0,0.2,0
"De Jonge et al., 2014",South Africa-16,core lipid,Global soil,soil,modern,,,,,,,79,4,1,7,7,1,0,0,0,1,1,0,0,0,0,14,1,0,,2,0,0,84,15,2,0.471,0.071,0.125,0,0.067,0.467,0.5
"De Jonge et al., 2014",South Africa-3,core lipid,Global soil,soil,modern,,,,,,,84,3,2,9,1,0,0,0,0,0,0,0,0,0,0,10,0,0,,0,0,0,89,10,0,0.1,0.079,0,0,0,0.1,
"De Jonge et al., 2014",Spain-6,core lipid,Global soil,soil,modern,,,,,,,38,4,0,23,21,1,1,0,0,7,5,0,0,0,0,44,2,0,,12,0,0,42,46,12,0.466,0.095,0.042,0.045,0.043,0.478,0.417
"De Jonge et al., 2014",Spain-7,core lipid,Global soil,soil,modern,,,,,,,38,0,0,34,17,0,0,0,0,6,2,2,0,0,0,51,0,0,,8,2,0,38,51,10,0.311,0,0,0,0,0.333,0.2
"De Jonge et al., 2014",Svalbard-LB1,core lipid,Global soil,soil,modern,,,,,,,17,3,0,25,23,2,3,1,0,13,11,2,0,0,0,48,5,1,,24,2,0,20,54,26,0.463,0.15,0.143,0.115,0.13,0.481,0.423
"De Jonge et al., 2014",Svalbard-MP1,core lipid,Global soil,soil,modern,,,,,,,26,2,0,22,25,1,2,0,0,9,11,0,0,0,0,47,3,0,,20,0,0,28,50,20,0.543,0.071,0.043,0.074,0.06,0.54,0.55
"De Jonge et al., 2014",Svalbard-MP2,core lipid,Global soil,soil,modern,,,,,,,10,4,0,11,24,4,8,0,0,10,27,1,1,0,0,35,12,0,,37,2,0,14,47,39,0.698,0.286,0.267,0.25,0.255,0.681,0.718
"De Jonge et al., 2014",Svalbard-MP3,core lipid,Global soil,soil,modern,,,,,,,28,2,0,31,21,1,1,1,0,11,5,0,0,0,0,52,2,1,,16,0,0,30,55,16,0.38,0.067,0.091,0.045,0.073,0.4,0.313
"De Jonge et al., 2014",Svalbard-MP4,core lipid,Global soil,soil,modern,,,,,,,9,4,1,10,27,3,13,0,1,7,23,1,2,0,0,37,16,1,,30,3,0,14,54,33,0.759,0.429,0.231,0.366,0.333,0.759,0.758
"De Jonge et al., 2014",Svalbard-MP5,core lipid,Global soil,soil,modern,,,,,,,10,4,1,10,23,4,11,0,1,7,25,2,1,0,0,33,15,1,,32,3,0,15,49,35,0.726,0.4,0.286,0.371,0.347,0.714,0.743
"De Jonge et al., 2014",Svalbard-MP6,core lipid,Global soil,soil,modern,,,,,,,8,3,1,12,15,4,6,0,1,19,26,1,2,0,0,27,10,1,,45,3,0,12,38,48,0.581,0.417,0.25,0.364,0.316,0.579,0.583
"De Jonge et al., 2014",Svalbard-NA1,core lipid,Global soil,soil,modern,,,,,,,9,2,0,13,21,4,3,0,0,16,31,1,1,0,0,34,7,0,,47,2,0,11,41,49,0.622,0.182,0.235,0.125,0.171,0.585,0.653
"De Jonge et al., 2014",Svalbard-NA2,core lipid,Global soil,soil,modern,,,,,,,26,1,0,27,26,1,1,0,0,12,6,0,0,0,0,53,2,0,,18,0,0,27,55,18,0.452,0.037,0.036,0.037,0.036,0.491,0.333
"De Jonge et al., 2014",Sweden-15,core lipid,Global soil,soil,modern,,,,,,,54,1,1,36,2,1,0,1,0,4,0,0,0,0,0,38,1,1,,4,0,0,56,40,4,0.045,0.054,0.079,0,0.075,0.05,0
"De Jonge et al., 2014",Sweden-17,core lipid,Global soil,soil,modern,,,,,,,65,2,0,27,3,0,0,0,0,3,0,0,0,0,0,30,0,0,,3,0,0,67,30,3,0.091,0.03,0,0,0,0.1,0
"De Jonge et al., 2014",Sweden-4,core lipid,Global soil,soil,modern,,,,,,,16,8,1,9,25,7,11,0,1,6,14,0,1,0,0,34,18,1,,20,1,0,25,53,21,0.703,0.4,0.438,0.351,0.377,0.698,0.714
"De Jonge et al., 2014",Sweden-B,core lipid,Global soil,soil,modern,,,,,,,25,12,5,22,12,9,5,1,0,6,4,0,0,0,0,34,14,1,,10,0,0,42,49,10,0.356,0.524,0.344,0.294,0.327,0.347,0.4
"De Jonge et al., 2014",the Netherlands-A,core lipid,Global soil,soil,modern,,,,,,,20,11,1,13,23,5,9,0,1,5,11,0,1,0,0,36,14,1,,16,1,0,32,51,17,0.662,0.406,0.278,0.333,0.314,0.647,0.706
"De Jonge et al., 2014",the Netherlands-F,core lipid,Global soil,soil,modern,,,,,,,23,9,1,21,20,4,6,0,0,7,7,0,1,0,0,41,10,0,,14,1,0,33,51,15,0.515,0.333,0.16,0.231,0.196,0.51,0.533
"De Jonge et al., 2014",the Netherlands-J,core lipid,Global soil,soil,modern,,,,,,,20,10,1,13,24,5,8,0,1,5,11,0,1,0,0,37,13,1,,16,1,0,31,51,17,0.662,0.387,0.278,0.303,0.294,0.647,0.706
"De Jonge et al., 2014",the Netherlands-M,core lipid,Global soil,soil,modern,,,,,,,15,9,1,9,24,6,11,0,1,5,17,0,2,0,0,33,17,1,,22,2,0,25,51,24,0.733,0.44,0.4,0.361,0.373,0.706,0.792
"De Jonge et al., 2014",Turkey-12,core lipid,Global soil,soil,modern,,,,,,,19,8,1,3,30,4,5,0,0,4,25,1,1,0,0,33,9,0,,29,2,0,28,42,31,0.836,0.357,0.571,0.143,0.214,0.833,0.839
"De Jonge et al., 2014",Turkey-8,core lipid,Global soil,soil,modern,,,,,,,20,2,1,2,23,0,0,0,0,1,51,1,0,0,0,25,0,0,,52,1,0,23,25,53,0.949,0.174,0,0,0,0.92,0.962
"De Jonge et al., 2014",Uganda-1,core lipid,Global soil,soil,modern,,,,,,,69,1,1,26,0,1,0,0,0,2,0,0,0,0,0,26,1,0,,2,0,0,71,27,2,0,0.042,0.037,,0.037,0,0
"De Jonge et al., 2014",Uganda-3,core lipid,Global soil,soil,modern,,,,,,,34,27,6,4,13,3,10,0,1,1,2,0,1,0,0,17,13,1,,3,1,0,67,31,4,0.771,0.582,0.429,0.5,0.484,0.774,0.75
"De Jonge et al., 2014",Uruguay-7,core lipid,Global soil,soil,modern,,,,,,,80,3,1,9,5,0,0,0,0,2,1,0,0,0,0,14,0,0,,3,0,0,84,14,3,0.353,0.06,0,0,0,0.357,0.333
"De Jonge et al., 2014",Uruguay-8,core lipid,Global soil,soil,modern,,,,,,,81,2,1,11,4,0,0,0,0,1,0,0,0,0,0,15,0,0,,1,0,0,84,15,1,0.25,0.048,0,0,0,0.267,0
"De Jonge et al., 2014",USA-10,core lipid,Global soil,soil,modern,,,,,,,86,5,2,5,1,0,0,0,0,0,0,0,0,0,0,6,0,0,,0,0,0,93,6,0,0.167,0.097,0,0,0,0.167,
"De Jonge et al., 2014",USA-13,core lipid,Global soil,soil,modern,,,,,,,58,7,0,17,12,1,1,0,0,2,2,0,0,0,0,29,2,0,,4,0,0,65,31,4,0.429,0.108,0.056,0.077,0.065,0.419,0.5
"De Jonge et al., 2014",USA-17,core lipid,Global soil,soil,modern,,,,,,,19,5,1,23,17,3,6,1,0,13,9,1,1,0,0,40,9,1,,22,2,0,25,50,24,0.446,0.28,0.185,0.261,0.22,0.46,0.417
"De Jonge et al., 2014",USA-BB1,core lipid,Global soil,soil,modern,,,,,,,62,2,0,29,1,1,0,0,0,4,0,0,0,0,0,30,1,0,,4,0,0,64,31,4,0.029,0.031,0.033,0,0.032,0.032,0
"De Jonge et al., 2014",USA-BB2,core lipid,Global soil,soil,modern,,,,,,,54,5,1,31,2,1,0,0,0,5,1,0,0,0,0,33,1,0,,6,0,0,60,34,6,0.075,0.117,0.031,0,0.029,0.059,0.167
"De Jonge et al., 2014",USA-BF1,core lipid,Global soil,soil,modern,,,,,,,61,3,1,30,1,1,0,0,0,4,0,0,0,0,0,31,1,0,,4,0,0,65,32,4,0.028,0.077,0.032,0,0.031,0.031,0
"De Jonge et al., 2014",USA-BP1,core lipid,Global soil,soil,modern,,,,,,,17,7,1,14,27,4,7,0,0,7,14,0,1,0,0,41,11,0,,21,1,0,25,52,22,0.662,0.36,0.222,0.206,0.212,0.654,0.682
"De Jonge et al., 2014",USA-BZ2,core lipid,Global soil,soil,modern,,,,,,,32,1,0,39,11,1,0,0,0,15,1,0,0,0,0,50,1,0,,16,0,0,33,51,16,0.179,0.03,0.025,0,0.02,0.216,0.063
"De Jonge et al., 2014",USA-BZ3,core lipid,Global soil,soil,modern,,,,,,,39,1,0,43,1,1,0,0,0,14,0,0,0,0,0,44,1,0,,14,0,0,40,45,14,0.017,0.025,0.023,0,0.022,0.022,0
"De Jonge et al., 2014",USA-CA1,core lipid,Global soil,soil,modern,,,,,,,13,4,1,17,32,2,5,0,0,10,15,0,0,0,0,49,7,0,,25,0,0,18,56,25,0.642,0.333,0.105,0.135,0.125,0.661,0.6
"De Jonge et al., 2014",USA-CA2,core lipid,Global soil,soil,modern,,,,,,,12,3,1,14,35,2,4,0,0,10,19,0,1,0,0,49,6,0,,29,1,0,16,55,30,0.694,0.313,0.125,0.103,0.109,0.709,0.667
"De Jonge et al., 2014",USA-CC1,core lipid,Global soil,soil,modern,,,,,,,58,7,1,19,9,1,1,0,0,3,1,0,0,0,0,28,2,0,,4,0,0,66,30,4,0.324,0.136,0.05,0.1,0.067,0.333,0.25
"De Jonge et al., 2014",USA-CF1,core lipid,Global soil,soil,modern,,,,,,,56,5,1,30,2,1,0,1,0,5,0,0,0,0,0,32,1,1,,5,0,0,62,34,5,0.051,0.113,0.094,0,0.088,0.059,0
"De Jonge et al., 2014",USA-CF2,core lipid,Global soil,soil,modern,,,,,,,67,2,1,26,1,1,0,0,0,2,0,0,0,0,0,27,1,0,,2,0,0,70,28,2,0.033,0.057,0.037,0,0.036,0.036,0
"De Jonge et al., 2014",USA-CF3,core lipid,Global soil,soil,modern,,,,,,,76,2,1,18,0,1,0,0,0,1,0,0,0,0,0,18,1,0,,1,0,0,79,19,1,0,0.051,0.053,,0.053,0,0
"De Jonge et al., 2014",USA-CL1,core lipid,Global soil,soil,modern,,,,,,,66,6,1,15,6,1,2,0,0,1,2,0,0,0,0,21,3,0,,3,0,0,73,24,3,0.37,0.11,0.063,0.25,0.125,0.333,0.667
"De Jonge et al., 2014",USA-CL2,core lipid,Global soil,soil,modern,,,,,,,70,6,1,14,6,1,1,0,0,2,1,0,0,0,0,20,2,0,,3,0,0,77,22,3,0.32,0.104,0.067,0.143,0.091,0.318,0.333
"De Jonge et al., 2014",USA-CL3,core lipid,Global soil,soil,modern,,,,,,,76,3,1,16,2,0,0,0,0,2,1,0,0,0,0,18,0,0,,3,0,0,80,18,3,0.143,0.063,0,0,0,0.111,0.333
"De Jonge et al., 2014",USA-CM1,core lipid,Global soil,soil,modern,,,,,,,19,24,5,9,15,8,9,0,1,4,6,1,1,0,0,24,17,1,,10,2,0,48,42,12,0.593,0.708,0.471,0.44,0.452,0.595,0.583
"De Jonge et al., 2014",USA-CO1,core lipid,Global soil,soil,modern,,,,,,,23,2,1,32,18,1,1,0,0,15,6,0,0,0,0,50,2,0,,21,0,0,26,52,21,0.342,0.154,0.03,0.053,0.038,0.365,0.286
"De Jonge et al., 2014",USA-CO2,core lipid,Global soil,soil,modern,,,,,,,31,2,0,33,16,0,0,0,0,13,4,0,0,0,0,49,0,0,,17,0,0,33,49,17,0.303,0.061,0,0,0,0.327,0.235
"De Jonge et al., 2014",USA-CO3,core lipid,Global soil,soil,modern,,,,,,,37,4,0,29,18,1,2,0,0,6,4,0,0,0,0,47,3,0,,10,0,0,41,50,10,0.4,0.098,0.033,0.1,0.06,0.4,0.4
"De Jonge et al., 2014",USA-DF1,core lipid,Global soil,soil,modern,,,,,,,70,2,1,20,2,0,0,0,0,3,0,0,0,0,0,22,0,0,,3,0,0,73,22,3,0.08,0.055,0,0,0,0.091,0
"De Jonge et al., 2014",USA-DF3,core lipid,Global soil,soil,modern,,,,,,,73,2,1,20,1,0,0,0,0,2,1,0,0,0,0,21,0,0,,3,0,0,76,21,3,0.083,0.053,0,0,0,0.048,0.333
"De Jonge et al., 2014",USA-GB2,core lipid,Global soil,soil,modern,,,,,,,7,3,2,3,27,5,9,0,0,7,33,1,2,0,0,30,14,0,,40,3,0,12,44,43,0.816,0.583,0.625,0.25,0.318,0.818,0.814
"De Jonge et al., 2014",USA-GB3,core lipid,Global soil,soil,modern,,,,,,,16,4,0,9,35,2,7,0,0,6,18,0,1,1,0,44,9,0,,24,1,1,20,53,26,0.772,0.2,0.182,0.167,0.17,0.792,0.731
"De Jonge et al., 2014",USA-GB4,core lipid,Global soil,soil,modern,,,,,,,17,3,1,20,28,2,3,1,0,13,12,0,0,0,0,48,5,1,,25,0,0,21,54,25,0.544,0.238,0.174,0.097,0.13,0.574,0.48
"De Jonge et al., 2014",USA-GB5,core lipid,Global soil,soil,modern,,,,,,,7,2,1,5,27,1,3,0,0,5,46,2,1,0,0,32,4,0,,51,3,0,10,36,54,0.856,0.4,0.167,0.1,0.111,0.833,0.87
"De Jonge et al., 2014",USA-GB6,core lipid,Global soil,soil,modern,,,,,,,12,4,1,9,33,3,7,1,0,7,23,1,1,0,0,42,10,1,,30,2,0,17,53,32,0.753,0.353,0.385,0.175,0.226,0.755,0.75
